YMD_ID,HH_ID,TEMP,RAIN,WIND,SNOW
20201219,1,-4.1,0,0.5,0
20201219,2,-4.4,0,2.3,0
20201219,3,-5.5,0,1,0
20201219,4,-6,0,1.4,0
20201219,5,-6.8,0,0.3,0
20201219,6,-7.9,0,0.6,0
20201219,7,-7.6,0,1.2,0
20201219,8,-8.3,0,0.7,0
20201219,9,-6.2,0,1.3,0
20201219,10,-3.9,0,1.6,0
20201219,11,-2.4,0,1.8,0
20201219,12,-1.4,0,1.4,0
20201219,13,-0.2,0,3.8,0
20201219,14,0.5,0,3.2,0
20201219,15,0.9,0,2.8,0
20201219,16,0.1,0,3.5,0
20201219,17,-1.5,0,1.6,0
20201219,18,-2.6,0,1.7,0
20201219,19,-3.3,0,0.9,0
20201219,20,-4.4,0,0.9,0
20201219,21,-4.2,0,0.7,0
20201219,22,-3.3,0,0.9,0
20201219,23,-3.2,0,0.5,0
20201220,0,-2.9,0,0.9,0
20201220,1,-2.8,0,1,0
20201220,2,-3.3,0,0.6,0
20201220,3,-4.1,0,0.9,0
20201220,4,-4.9,0,0.8,0
20201220,5,-5.6,0,0.7,0
20201220,6,-6.2,0,1.1,0
20201220,7,-6.6,0,0.7,0
20201220,8,-6.9,0,1.2,0
20201220,9,-6.2,0,0.4,0
20201220,10,-2,0,0.8,0
20201220,11,0.1,0,0.8,0
20201220,12,1.1,0,1.8,0
20201220,13,2.4,0,2.5,0
20201220,14,3.5,0,1.8,0
20201220,15,3.8,0,1.7,0
20201220,16,3.5,0,2.3,0
20201220,17,1.4,0,2.2,0
20201220,18,-0.4,0,1.3,0
20201220,19,-1.3,0,1.1,0
20201220,20,-2,0,1.1,0
20201220,21,-2.9,0,0.6,0
20201220,22,-3.1,0,0.3,0
20201220,23,-3.6,0,0,0
20201221,0,-4,0,1.1,0
20201221,1,-4.6,0,1,0
20201221,2,-4.8,0,0.3,0
20201221,3,-4.1,0,0.9,0
20201221,4,-3.8,0,0.4,0
20201221,5,-3.4,0,0.3,0
20201221,6,-2.8,0,0.6,0
20201221,7,-2.6,0,0.8,0
20201221,8,-2.3,0,0.4,0
20201221,9,-1.7,0,0.8,0
20201221,10,0.2,0,0.4,0
20201221,11,2.7,0,0.7,0
20201221,12,4.4,0,1.1,0
20201221,13,5.1,0,1.6,0
20201221,14,4.7,0,0.9,0
20201221,15,4.6,0,1.6,0
20201221,16,4,0,1.3,0
20201221,17,3.7,0,0.5,0
20201221,18,3.1,0,1.7,0
20201221,19,2.6,0,0.8,0
20201221,20,1.3,0,1.2,0
20201221,21,0.1,0,1.3,0
20201221,22,-0.7,0,1,0
20201221,23,-0.9,0,0.6,0
20201222,0,-0.5,0,0.7,0
20201222,1,-1,0,0.1,0
20201222,2,-1.3,0,0.3,0
20201222,3,-1.5,0,0.5,0
20201222,4,-1.9,0,0.7,0
20201222,5,-2,0,0.5,0
20201222,6,-2.3,0,0.6,0
20201222,7,-2.2,0,0.5,0
20201222,8,-2.8,0,0.3,0
20201222,9,-1.8,0,0.2,0
20201222,10,1.3,0,0.5,0
20201222,11,4.8,0,1.2,0
20201222,12,6.4,0,1.9,0
20201222,13,7.7,0,1.7,0
20201222,14,7.8,0,1.6,0
20201222,15,8.2,0,1.9,0
20201222,16,7.2,0,1,0
20201222,17,5.9,0,1.1,0
20201222,18,4.7,0,0.8,0
20201222,19,3.5,0,1.1,0
20201222,20,2.4,0,0.3,0
20201222,21,1.8,0,0.5,0
20201222,22,0.8,0,0.4,0
20201222,23,0,0,0.8,0
20201223,0,-0.5,0,0.8,0
20201223,1,-1,0,1,0
20201223,2,-1.4,0,0.9,0
20201223,3,-1.8,0,0.4,0
20201223,4,-1.9,0,0.7,0
20201223,5,-2,0,0.4,0
20201223,6,-1.8,0,1,0
20201223,7,-1.9,0,0.5,0
20201223,8,-1.2,0,0.3,0
20201223,9,-0.3,0,0.6,0
20201223,10,1.5,0,0.4,0
20201223,11,4.1,0,0.7,0
20201223,12,7.1,0,0.8,0
20201223,13,8.3,0,1.9,0
20201223,14,8.9,0,1.2,0
20201223,15,8.8,0,1.7,0
20201223,16,8.6,0,0.9,0
20201223,17,8.4,0,1.6,0
20201223,18,7.6,0,1.4,0
20201223,19,7.1,0,0.5,0
20201223,20,7.2,0,0.4,0
20201223,21,5.9,0,1.5,0
20201223,22,5.7,0,1.4,0
20201223,23,5.5,0,0.8,0
20201224,0,4.6,0,0.6,0
20201224,1,4.2,0,1,0
20201224,2,3.9,0,0.5,0
20201224,3,3.9,0,0.8,0
20201224,4,3.5,0,1.1,0
20201224,5,3,0,0.6,0
20201224,6,3,0,1.3,0
20201224,7,3.7,0,1,0
20201224,8,4.8,0,2.9,0
20201224,9,4.9,0,1.7,0
20201224,10,6.7,0,1.2,0
20201224,11,7.9,0,3.9,0
20201224,12,8.1,0,3.7,0
20201224,13,9.1,0,3.7,0
20201224,14,9.7,0,2.4,0
20201224,15,8.8,0,4.3,0
20201224,16,7.3,0,4.5,0
20201224,17,5.2,0,3.7,0
20201224,18,3.8,0,2.6,0
20201224,19,2.9,0,2.8,0
20201224,20,2.2,0,2.6,0
20201224,21,1.8,0,2.3,0
20201224,22,1.4,0,1.5,0
20201224,23,1.3,0,1.6,0
20201225,0,0.7,0,1.6,0
20201225,1,0.1,0,1.7,0
20201225,2,-0.4,0,1.2,0
20201225,3,-1.3,0,1.2,0
20201225,4,-1.4,0,0.7,0
20201225,5,-1.3,0,0.5,0
20201225,6,-1.9,0,0.5,0
20201225,7,-1.9,0,0.4,0
20201225,8,-1.5,0,1.4,0
20201225,9,-1,0,0.3,0
20201225,10,1.1,0,0.7,0
20201225,11,2.4,0,1.7,0
20201225,12,3.4,0,2.4,0
20201225,13,3.5,0,3,0
20201225,14,4,0,2.8,0
20201225,15,4.2,0,2.8,0
20201225,16,4.5,0,2.8,0
20201225,17,3.2,0,1.6,0
20201225,18,2.2,0,0.8,0
20201225,19,0.7,0,1.1,0
20201225,20,0,0,1.2,0
20201225,21,-1,0,0.8,0
20201225,22,-1.4,0,0.7,0
20201225,23,-2.3,0,0.5,0
20201226,0,-2.5,0,0.8,0
20201226,1,-2.9,0,0,0
20201226,2,-3,0,0.5,0
20201226,3,-3.4,0,0.1,0
20201226,4,-3.5,0,0.1,0
20201226,5,-3.6,0,1,0
20201226,6,-3.7,0,0.5,0
20201226,7,-3,0,0.1,0
20201226,8,-2.8,0,0.6,0
20201226,9,-2.1,0,0.5,0
20201226,10,0,0,0.1,0
20201226,11,3.9,0,1.3,0
20201226,12,5.3,0,1.4,0
20201226,13,5.4,0,1,0
20201226,14,5.4,0,1.4,0
20201226,15,7.2,0,1.2,0
20201226,16,6.9,0,1.7,0
20201226,17,5.9,0,1.5,0
20201226,18,4.6,0,1.3,0
20201226,19,3.9,0,1.2,0
20201226,20,2.9,0,0.3,0
20201226,21,2.2,0,0.2,0
20201226,22,1.4,0,0.3,0
20201226,23,1.4,0,0.4,0
20201227,0,0.8,0,0.6,0
20201227,1,0.2,0,0.3,0
20201227,2,-0.1,0,0.9,0
20201227,3,-0.3,0,0.7,0
20201227,4,-0.7,0,0.1,0
20201227,5,-1,0,1,0
20201227,6,-1.5,0,0.3,0
20201227,7,-1.8,0,1.1,0
20201227,8,-2,0,0.6,0
20201227,9,-1.8,0,0.3,0
20201227,10,0,0,0.1,0
20201227,11,2.7,0,0.4,0
20201227,12,5.4,0,0.9,0
20201227,13,7.4,0,0.6,0
20201227,14,7.8,0,0.5,0
20201227,15,8.6,0,1.1,0
20201227,16,8.6,0,0.4,0
20201227,17,7.9,0,0.6,0
20201227,18,7,0,0.4,0
20201227,19,6.2,0,0.7,0
20201227,20,5.3,0,1,0
20201227,21,4.4,0,1.2,0
20201227,22,3.6,0,0.6,0
20201227,23,2.8,0,0.9,0
20201228,0,2,0,0.1,0
20201228,1,1.7,0,0.3,0
20201228,2,1.1,0,1,0
20201228,3,0.6,0,1.1,0
20201228,4,0.3,0,0.2,0
20201228,5,-0.2,0,0.5,0
20201228,6,0.4,0,0.6,0
20201228,7,1.2,0,0.7,0
20201228,8,1.5,0,0.9,0
20201228,9,2.2,0,0.2,0
20201228,10,4.1,0,0.7,0
20201228,11,7.5,0,0.6,0
20201228,12,10.2,0,1.1,0
20201228,13,12,0,1.3,0
20201228,14,13.1,0,1,0
20201228,15,13.4,0,1.6,0
20201228,16,12.8,0,1.1,0
20201228,17,10.9,0,0.4,0
20201228,18,8.8,0,1.3,0
20201228,19,8,0,0.7,0
20201228,20,6.7,0,0.7,0
20201228,21,5.3,0,0.3,0
20201228,22,4.1,0,0.9,0
20201228,23,3.2,0,0.4,0
20201229,0,2.2,0,0.5,0
20201229,1,1.8,0,0.8,0
20201229,2,0.8,0,0.1,0
20201229,3,0.4,0,0.2,0
20201229,4,0,0,1.3,0
20201229,5,-0.2,0,0,0
20201229,6,-0.3,0,1.2,0
20201229,7,0,0,0.2,0
20201229,8,0.1,0,0.8,0
20201229,9,1,0,0.3,0
20201229,10,2.3,0,0.4,0
20201229,11,5.5,0,1.8,0
20201229,12,6.2,0,2,0
20201229,13,5.8,0,1.7,0
20201229,14,5.2,0,2.1,0
20201229,15,4.7,0,3.8,0
20201229,16,3.6,0,3.2,0
20201229,17,2,0,3.1,0
20201229,18,1.1,0.5,1,0
20201229,19,0.5,0,2.2,0.8
20201229,20,0.1,0,1.2,2
20201229,21,-0.4,2,1.4,2
20201229,22,-0.5,0,1.3,2
20201229,23,-1.3,0,2.7,2
20201230,0,-2.2,0,2.6,2
20201230,1,-3.1,0,3.6,1.9
20201230,2,-3.7,0,3.2,1.8
20201230,3,-4.8,0,3.2,1.8
20201230,4,-5.7,0,3.6,1.8
20201230,5,-6.3,0,3.4,1.8
20201230,6,-7,0,3.7,1.8
20201230,7,-7.4,0,3.1,1.8
20201230,8,-7.9,0,3.3,1.7
20201230,9,-7.9,0,4.2,1.6
20201230,10,-6.7,0,2.6,1.5
20201230,11,-5.8,0,2.4,1.3
20201230,12,-5.7,0,4.4,1.2
20201230,13,-5.9,0,3.7,1.2
20201230,14,-6.1,0,3.9,1.2
20201230,15,-6.5,0,4.2,1.2
20201230,16,-6.3,0,2.3,1.2
20201230,17,-7.8,0,2.9,1.2
20201230,18,-8.5,0,2,1.2
20201230,19,-8.8,0,2.1,1.2
20201230,20,-8.8,0,2.1,1.2
20201230,21,-9,0,1.6,1.2
20201230,22,-8.8,0,1.7,1.2
20201230,23,-9.3,0,2.8,1.2
20201231,0,-10.5,0,1.2,1.2
20201231,1,-11.2,0,1.3,1.2
20201231,2,-12.2,0,0.7,1.2
20201231,3,-12.7,0,0.5,1.2
20201231,4,-13,0,0.2,1.2
20201231,5,-12.8,0,0.9,1.2
20201231,6,-13.2,0,0.4,1.2
20201231,7,-12.8,0,1,1.2
20201231,8,-12.8,0,1.4,1.2
20201231,9,-11.2,0,0.9,1.2
20201231,10,-8.4,0,1.4,1.2
20201231,11,-7.2,0,0.9,1.2
20201231,12,-5.3,0,2.1,1.2
20201231,13,-4.4,0,1.3,1.2
20201231,14,-2.3,0,1.2,1
20201231,15,-1,0,1.1,0.8
20201231,16,-2.3,0,1.3,0.7
20201231,17,-3,0,0.7,0.7
20201231,18,-4.1,0,1.3,0.9
20201231,19,-5.1,0,1.7,1
20201231,20,-5.9,0,1,1
20201231,21,-6.5,0,1.5,1
20201231,22,-7,0,0.5,1
20201231,23,-7.4,0,1,1
20210101,0,-7.7,0,0.6,1
20210101,1,-7.9,0,0.7,1
20210101,2,-8.1,0,0.9,1
20210101,3,-8.4,0,0.7,1
20210101,4,-8.8,0,0.2,1
20210101,5,-9.1,0,0.5,1
20210101,6,-9.5,0,1,1
20210101,7,-9.5,0,1.1,1
20210101,8,-9.5,0,0.3,0.9
20210101,9,-7.8,0,0.3,0.9
20210101,10,-5.4,0,0.7,0.9
20210101,11,-3.5,0,0.1,0.9
20210101,12,-2.8,0,0.6,0.9
20210101,13,-2.3,0,0.6,1.1
20210101,14,-1.8,0,0.6,1.4
20210101,15,-1.7,0.4,0.5,1.7
20210101,16,-1.4,0,0.6,2.3
20210101,17,-1.4,0,0.2,3.3
20210101,18,-1.6,1,0.4,3.5
20210101,19,-1.7,0,0.1,4
20210101,20,-1.9,0,0.3,4.6
20210101,21,-2,0.6,0.3,5
20210101,22,-2.6,0,0.7,5.3
20210101,23,-3.2,0,0.3,5.3
20210102,0,-3.1,0.1,0.4,5.1
20210102,1,-3.7,0,0.7,4.9
20210102,2,-3.2,0,0.4,4.6
20210102,3,-3.5,0,0.7,4.5
20210102,4,-4.2,0,0.7,4.4
20210102,5,-4.9,0,0.3,4.3
20210102,6,-5.3,0,0.7,4.2
20210102,7,-6.4,0,1,4
20210102,8,-7,0,0.5,3.9
20210102,9,-6.1,0,0.3,3.9
20210102,10,-3.7,0,0.7,3.9
20210102,11,-2.1,0,1.8,3.7
20210102,12,-0.9,0,2.4,3.7
20210102,13,-0.2,0,1.6,3.4
20210102,14,0.6,0,1.7,2.7
20210102,15,1,0,3.8,2.5
20210102,16,0.2,0,3.8,2.2
20210102,17,-0.9,0,3,2.1
20210102,18,-2.3,0,1.4,2.1
20210102,19,-3.5,0,0.9,2.1
20210102,20,-4.6,0,1.2,2.1
20210102,21,-4.6,0,1.1,2.1
20210102,22,-5,0,0.9,2.1
20210102,23,-5.3,0,0.4,2.1
20210103,0,-6,0,1.1,2.1
20210103,1,-6.2,0,0.7,2.1
20210103,2,-6.7,0,1.3,2.1
20210103,3,-7,0,0.5,2.1
20210103,4,-7.1,0,0.5,2.1
20210103,5,-7,0,0.4,2.1
20210103,6,-7.7,0,0.4,2.1
20210103,7,-8.2,0,0.9,2.1
20210103,8,-8.4,0,0.9,2.1
20210103,9,-7.3,0,0.2,2
20210103,10,-3.9,0,0.5,0
20210103,11,-2,0,1.1,0
20210103,12,-1.1,0,1.8,0
20210103,13,-0.2,0,0.6,0
20210103,14,-0.1,0,1,0
20210103,15,-0.2,0,1.3,0
20210103,16,-0.6,0,0.9,0
20210103,17,-1,0,0.3,0
20210103,18,-1.6,0,0.7,0
20210103,19,-2.2,0,0.5,0
20210103,20,-2.5,0,0.6,0
20210103,21,-3,0,1.1,0
20210103,22,-3.8,0,0.7,0
20210103,23,-4.3,0,0.2,0
20210104,0,-4.9,0,1,0
20210104,1,-5.5,0,0.8,0
20210104,2,-6.3,0,0.5,0
20210104,3,-6.7,0,0.6,0
20210104,4,-7.5,0,1.6,0
20210104,5,-7.6,0,0.2,0
20210104,6,-7.8,0,0.7,0
20210104,7,-8.2,0,1,0
20210104,8,-8.3,0,1,0
20210104,9,-7.1,0,0.2,0
20210104,10,-3.8,0,1,0
20210104,11,-1.5,0,0.6,0
20210104,12,0.5,0,1.9,0
20210104,13,1.3,0,0.7,0
20210104,14,1.4,0,0.8,0
20210104,15,1.8,0,0.8,0
20210104,16,2,0,0.8,0
20210104,17,1.7,0,0.3,0
20210104,18,0.3,0,0.8,0
20210104,19,-0.7,0,0.4,0
20210104,20,-1.4,0,0.6,0
20210104,21,-1.7,0,0.4,0
20210104,22,-1.9,0,0.6,0
20210104,23,-1.9,0,0.3,0
20210105,0,-1.4,0,0.3,0
20210105,1,-1,0,0.9,0
20210105,2,-1,0,1.6,0.1
20210105,3,-0.7,0.1,0.8,0.1
20210105,4,-0.5,0,1,0.1
20210105,5,-0.7,0,0.6,0
20210105,6,-0.7,0,1.6,0
20210105,7,-2,0,2.3,0
20210105,8,-3,0,1.3,0
20210105,9,-2.2,0,2.5,0
20210105,10,-1.2,0,1.8,0
20210105,11,-0.4,0,2.7,0
20210105,12,-1,0,3,0
20210105,13,-0.6,0,1.7,0
20210105,14,-0.1,0,3,0
20210105,15,-0.5,0,2.9,0
20210105,16,-0.9,0,3.2,0
20210105,17,-2.2,0,2.8,0
20210105,18,-3.5,0,2.3,0
20210105,19,-4.4,0,2.8,0
20210105,20,-5.3,0,1.7,0
20210105,21,-5.9,0,0.9,0
20210105,22,-7,0,1.1,0
20210105,23,-7.3,0,0.4,0
20210106,0,-7.6,0,1,0
20210106,1,-8.2,0,0.9,0
20210106,2,-8.7,0,1.1,0
20210106,3,-8.7,0,0.6,0
20210106,4,-9.1,0,0.8,0
20210106,5,-9.5,0,1,0
20210106,6,-10,0,1.2,0
20210106,7,-10.2,0,0.5,0
20210106,8,-10.5,0,1.2,0
20210106,9,-8.8,0,0.4,0
20210106,10,-5.7,0,1,0
20210106,11,-3.3,0,1,0
20210106,12,-3,0,2.5,0
20210106,13,-3.3,0,1,0
20210106,14,-2,0,2,0
20210106,15,-2.1,0,1.6,0
20210106,16,-1.7,0,0.6,0
20210106,17,-2.7,0,1,0
20210106,18,-3.1,0,1.8,0
20210106,19,-3.7,0,1.2,0
20210106,20,-3.5,0,2.6,0
20210106,21,-3.4,0,2.8,0
20210106,22,-4.4,0,2.8,2.5
20210106,23,-3.8,0,1,4.3
20210107,0,-3.4,2.2,3.8,5.8
20210107,1,-4.4,0,3.4,6.4
20210107,2,-7.5,0,3.8,7.5
20210107,3,-8.1,1.1,4.5,7.5
20210107,4,-9.9,0,4.4,7.6
20210107,5,-10.5,0,2.5,7.6
20210107,6,-11.2,0.4,3.1,7
20210107,7,-11.6,0,3,6.8
20210107,8,-12.1,0,3.1,6.6
20210107,9,-11.7,0,3.4,6.4
20210107,10,-9.8,0,2.7,6
20210107,11,-9.6,0,5.6,5.7
20210107,12,-8.6,0,4.3,5.3
20210107,13,-8.8,0,4.8,4.8
20210107,14,-9.4,0,4.6,4.4
20210107,15,-8.8,0,4.2,4.1
20210107,16,-9.5,0,4,4
20210107,17,-10.8,0,2.7,3.8
20210107,18,-11.9,0,2.5,3.8
20210107,19,-13,0,1.8,3.8
20210107,20,-13.9,0,0.7,3.8
20210107,21,-14.4,0,0.7,3.7
20210107,22,-14.7,0,1.1,3.7
20210107,23,-15.4,0,1.2,3.7
20210108,0,-15.3,0,0.4,3.7
20210108,1,-15.5,0,0.6,3.7
20210108,2,-15.8,0,1.5,3.7
20210108,3,-16.3,0,1.1,3.6
20210108,4,-16.6,0,1.2,3.5
20210108,5,-16.9,0,0.6,3.5
20210108,6,-17.2,0,0.6,3.5
20210108,7,-17.3,0,0.6,3.4
20210108,8,-17,0,1,3.4
20210108,9,-15.6,0,0.6,3.4
20210108,10,-13.5,0,1.6,3.2
20210108,11,-12.5,0,2.7,3.1
20210108,12,-11.6,0,2.8,3
20210108,13,-10.1,0,1.6,2.9
20210108,14,-9,0,1.9,2.8
20210108,15,-8.7,0,1.7,2.8
20210108,16,-8.7,0,2.5,2.8
20210108,17,-10.1,0,1.5,2.8
20210108,18,-11.4,0,1.2,2.8
20210108,19,-12.2,0,0.9,2.8
20210108,20,-12.7,0,1.1,2.8
20210108,21,-13.3,0,1.3,2.8
20210108,22,-13.9,0,0.9,2.8
20210108,23,-13.8,0,0.6,2.8
20210109,0,-13.8,0,0.6,2.8
20210109,1,-14.5,0,1.2,2.8
20210109,2,-14.8,0,1.2,2.8
20210109,3,-15.1,0,1.3,2.8
20210109,4,-15.6,0,0.3,2.8
20210109,5,-15.8,0,1.1,2.8
20210109,6,-16.2,0,1.7,2.8
20210109,7,-16.6,0,1.3,2.8
20210109,8,-16.8,0,0.2,2.8
20210109,9,-15.1,0,0.3,2.7
20210109,10,-11.1,0,0.8,2.7
20210109,11,-9.4,0,1,2.6
20210109,12,-7.6,0,1.3,2.6
20210109,13,-6.2,0,2,2.6
20210109,14,-6.7,0,1.6,2.6
20210109,15,-6.8,0,2.8,2.6
20210109,16,-7,0,2.2,2.5
20210109,17,-7.8,0,1.4,2.5
20210109,18,-9,0,0.9,2.5
20210109,19,-9.4,0,0.8,2.5
20210109,20,-9.7,0,0.9,2.5
20210109,21,-9.8,0,1.2,2.5
20210109,22,-10.7,0,0.6,2.5
20210109,23,-10.8,0,0.7,2.5
20210110,0,-11.7,0,0.7,2.5
20210110,1,-12.1,0,0.7,2.5
20210110,2,-12.7,0,0.8,2.5
20210110,3,-12.9,0,0.7,2.5
20210110,4,-13.4,0,1.1,2.5
20210110,5,-13.9,0,0.7,2.5
20210110,6,-14.2,0,0.3,2.5
20210110,7,-14.1,0,1.1,2.5
20210110,8,-14.6,0,1,2.5
20210110,9,-12.9,0,0.5,2.5
20210110,10,-9.3,0,0.5,2.5
20210110,11,-5.6,0,0.6,2.4
20210110,12,-4.1,0,1.9,2.4
20210110,13,-4.3,0,1.3,2.3
20210110,14,-2.9,0,1.2,2.3
20210110,15,-2.6,0,1.4,2.3
20210110,16,-2.1,0,0.7,2.3
20210110,17,-2.8,0,0.5,2.2
20210110,18,-3.5,0,0.7,2.2
20210110,19,-4.6,0,1.1,2.2
20210110,20,-5.5,0,0.9,2.2
20210110,21,-6.3,0,1,2.2
20210110,22,-7.1,0,1.1,2.2
20210110,23,-7.7,0,0.9,2.2
20210111,0,-7.5,0,0.5,2.2
20210111,1,-8,0,0.4,2.2
20210111,2,-8,0,1,2.2
20210111,3,-8,0,0.6,2.2
20210111,4,-8.5,0,0.4,2.2
20210111,5,-8.7,0,0.6,2.2
20210111,6,-9.4,0,0.8,2.2
20210111,7,-9.5,0,1.3,2.2
20210111,8,-9.5,0,0.3,2.2
20210111,9,-8.5,0,0.1,2.2
20210111,10,-6.9,0,0.2,2.2
20210111,11,-5.1,0,1.2,2.2
20210111,12,-4.4,0,0.5,2.2
20210111,13,-3.6,0,0.8,2.2
20210111,14,-2.6,0,0.8,2.1
20210111,15,-2.6,0,1.2,2.1
20210111,16,-2.5,0,0.6,2.1
20210111,17,-2.6,0,0.4,2
20210111,18,-3.1,0,0.3,2
20210111,19,-3.9,0,0.7,2
20210111,20,-4.9,0,1.1,2
20210111,21,-5.3,0,0.8,2
20210111,22,-6,0,0.4,2
20210111,23,-6.5,0,0.9,2
20210112,0,-6.5,0,0.7,2
20210112,1,-6.2,0,0.2,2
20210112,2,-6.8,0,0.8,2
20210112,3,-6.6,0,1,2
20210112,4,-6.4,0,0.2,2
20210112,5,-6.2,0,0.2,2
20210112,6,-5.8,0,0.6,2
20210112,7,-5.8,0,0.5,2
20210112,8,-5.7,0,0.5,2
20210112,9,-4.9,0,0.6,2
20210112,10,-2.8,0,1.1,2
20210112,11,-0.5,0,1.1,1.9
20210112,12,1.4,0,2,1.8
20210112,13,3,0,1.6,1.7
20210112,14,3.7,0,3.4,1.5
20210112,15,4.1,0,2.1,1.2
20210112,16,2.9,0,1.4,1.1
20210112,17,2,0,2.1,1
20210112,18,1.3,0,1.9,1
20210112,19,0.2,0,0.5,1.5
20210112,20,0,0,0.6,2
20210112,21,-0.3,1.3,1.5,3
20210112,22,0,0,0.5,3
20210112,23,-0.2,0,0.3,3
20210113,0,-0.4,0,0.3,3.1
20210113,1,-0.9,0,0.5,3.1
20210113,2,-1.6,0,0.4,3.1
20210113,3,-2,0,0.7,3
20210113,4,-2.2,0,0.4,3
20210113,5,-2.6,0,1,3
20210113,6,-2.9,0,0.3,3
20210113,7,-3.5,0,0.3,2.9
20210113,8,-3.7,0,0.1,2.8
20210113,9,-2.9,0,0.5,2.7
20210113,10,0,0,0.3,2.6
20210113,11,2.9,0,0.2,2.5
20210113,12,6.6,0,0.8,1.5
20210113,13,9.8,0,2.5,0
20210113,14,10.3,0,2.9,0
20210113,15,10.7,0,2.6,0
20210113,16,10.1,0,2.1,0
20210113,17,9.1,0,1.8,0
20210113,18,8.7,0,2.1,0
20210113,19,8.4,0,2,0
20210113,20,7.8,0,1.6,0
20210113,21,6.8,0,0.8,0
20210113,22,6.2,0,1.1,0
20210113,23,5.2,0,0.7,0
20210114,0,4.6,0,0.7,0
20210114,1,3.4,0,2.2,0
20210114,2,2.5,0,1.7,0
20210114,3,1.6,0,1.8,0
20210114,4,0.8,0,1,0
20210114,5,0,0,1.1,0
20210114,6,-1.4,0,1.1,0
20210114,7,-2,0,0.3,0
20210114,8,-2.5,0,0.3,0
20210114,9,-1.4,0,0.5,0
20210114,10,1.1,0,0.7,0
20210114,11,4.7,0,1.2,0
20210114,12,5.6,0,1,0
20210114,13,7.8,0,1.8,0
20210114,14,9.5,0,0.8,0
20210114,15,11.1,0,0.5,0
20210114,16,11.6,0,0.3,0
20210114,17,9.9,0,0.9,0
20210114,18,7.8,0,1.2,0
20210114,19,5.9,0,1.1,0
20210114,20,4.3,0,0.3,0
20210114,21,2.6,0,0.4,0
20210114,22,1.7,0,0.5,0
20210114,23,0.7,0,1.5,0
20210115,0,0.3,0,0.5,0
20210115,1,-0.5,0,0.3,0
20210115,2,-0.8,0,0.1,0
20210115,3,-0.2,0,0.8,0
20210115,4,0.2,0,1.6,0
20210115,5,0.2,0,0.2,0
20210115,6,0.4,0,0.1,0
20210115,7,0.7,0,0.5,0
20210115,8,0.9,0,0.3,0
20210115,9,2.3,0,1.1,0
20210115,10,3.6,0,0.8,0
20210115,11,6,0,1.2,0
20210115,12,12.8,0,4.6,0
20210115,13,13.7,0,3.7,0
20210115,14,13.4,0,3.2,0
20210115,15,13.3,0,2.9,0
20210115,16,12.3,0,2.5,0
20210115,17,11.1,0,2.2,0
20210115,18,10.7,0,1.4,0
20210115,19,8.1,0,1.6,0
20210115,20,7.1,0,2.5,0
20210115,21,6,0,2.2,0
20210115,22,4.8,0,1.4,0
20210115,23,3.7,0,1.2,0
20210116,0,3.4,0,0.9,0
20210116,1,2.3,0,2,0
20210116,2,1.4,0,0.8,0
20210116,3,0.7,0,2.5,0
20210116,4,0.3,0,2.3,0
20210116,5,0.4,0,2.1,0
20210116,6,0,0,2.3,0
20210116,7,-0.4,0,2.6,0
20210116,8,-1.1,0,2.2,0
20210116,9,-1.3,0,2.9,0
20210116,10,-1.1,0,3.2,0
20210116,11,-1,0,2.9,0
20210116,12,0.7,0,1.8,0
20210116,13,1,0,3.5,0
20210116,14,1.7,0,3.7,0
20210116,15,1.9,0,3.7,0
20210116,16,1.3,0,2.8,0
20210116,17,-0.5,0,2.2,0
20210116,18,-2.2,0,3.7,0
20210116,19,-3.4,0,3,0
20210116,20,-4,0,2,0
20210116,21,-4.1,0,2,0
20210116,22,-4.7,0,1.1,0
20210116,23,-4.5,0,1.7,0
20210117,0,-4.4,0,2.8,0
20210117,1,-4.8,0,3.2,0
20210117,2,-5.2,0,1.7,0
20210117,3,-5.5,0,1.4,0
20210117,4,-6.4,0,1.4,0
20210117,5,-7,0,0.9,0
20210117,6,-7.8,0,0.8,0
20210117,7,-8.4,0,0.1,0
20210117,8,-8.1,0,0.8,0
20210117,9,-6.8,0,0.5,0
20210117,10,-4.7,0,1.2,0
20210117,11,-3.1,0,2.2,0
20210117,12,-2.1,0,2.7,0
20210117,13,-0.7,0,1.6,0
20210117,14,0.1,0,3.5,0
20210117,15,1.2,0,1.3,0
20210117,16,1.5,0,2,0
20210117,17,0.4,0,1.7,0
20210117,18,-0.8,0,1.5,0
20210117,19,-1.1,0,1.8,0
20210117,20,-1.3,0,1.7,0
20210117,21,-1.7,0,1.5,0
20210117,22,-2.2,0,1.5,0.1
20210117,23,-2.6,0,1.3,0.1
20210118,0,-2.7,0,1.9,0.1
20210118,1,-2.6,0,1.6,0.1
20210118,2,-2.6,0,1.5,0.1
20210118,3,-2.6,0,1.7,0.1
20210118,4,-2.9,0,1.7,0.2
20210118,5,-3.4,0,0.9,0.2
20210118,6,-3.2,0,0.3,0.2
20210118,7,-3.3,0,1.5,0.4
20210118,8,-2.9,0,1.5,0.3
20210118,9,-2.4,0.5,1.3,0.7
20210118,10,-1.9,0,0.9,5.1
20210118,11,-0.6,0,0.8,6
20210118,12,0.9,2.8,2.7,6.7
20210118,13,3.1,0,2.4,3.5
20210118,14,4,0,2,0.5
20210118,15,3.3,0,2.5,0.4
20210118,16,2.4,0,4.1,0
20210118,17,0.7,0,4.4,0
20210118,18,-0.2,0,5.1,0
