YMD_ID,HH_ID,GETON_CNT
20220105,10,362
20220105,11,423
20220105,12,376
20220105,13,388
20220105,14,482
20220105,15,600
20220105,16,719
20220105,17,780
20220105,18,1120
20220105,19,523
20220105,20,522
20220105,21,667
20220105,22,397
20220105,23,160
20220106,0,41
20220106,1,0
20220106,5,66
20220106,6,406
20220106,7,907
20220106,8,838
20220106,9,556
20220106,10,392
20220106,11,423
20220106,12,380
20220106,13,478
20220106,14,527
20220106,15,652
20220106,16,688
20220106,17,897
20220106,18,1140
20220106,19,557
20220106,20,538
20220106,21,715
20220106,22,375
20220106,23,150
20220107,0,38
20220107,5,64
20220107,6,407
20220107,7,925
20220107,8,817
20220107,9,494
20220107,10,438
20220107,11,457
20220107,12,447
20220107,13,507
20220107,14,589
20220107,15,768
20220107,16,896
20220107,17,1154
20220107,18,1334
20220107,19,782
20220107,20,593
20220107,21,641
20220107,22,375
20220107,23,172
20220108,0,47
20220108,5,44
20220108,6,147
20220108,7,232
20220108,8,370
20220108,9,393
20220108,10,436
20220108,11,463
20220108,12,478
20220108,13,459
20220108,14,459
20220108,15,469
20220108,16,518
20220108,17,461
20220108,18,333
20220108,19,278
20220108,20,322
20220108,21,474
20220108,22,283
20220108,23,158
20220109,0,43
20220109,5,18
20220109,6,69
20220109,7,108
20220109,8,175
20220109,9,254
20220109,10,297
20220109,11,322
20220109,12,331
20220109,13,346
20220109,14,440
20220109,15,443
20220109,16,493
20220109,17,471
20220109,18,390
20220109,19,361
20220109,20,462
20220109,21,422
20220109,22,230
20220109,23,177
20220110,0,21
20220110,5,65
20220110,6,490
20220110,7,1120
20220110,8,945
20220110,9,576
20220110,10,395
20220110,11,401
20220110,12,404
20220110,13,440
20220110,14,479
20220110,15,622
20220110,16,672
20220110,17,837
20220110,18,1096
20220110,19,548
20220110,20,460
20220110,21,692
20220110,22,370
20220110,23,149
20220111,0,35
20220111,5,58
20220111,6,438
20220111,7,1038
20220111,8,862
20220111,9,520
20220111,10,433
20220111,11,405
20220111,12,402
20220111,13,495
20220111,14,477
20220111,15,677
20220111,16,734
20220111,17,924
20220111,18,1154
20220111,19,582
20220111,20,577
20220111,21,714
20220111,22,407
20220111,23,134
20220112,0,35
20220112,5,51
20220112,6,450
20220112,7,1022
20220112,8,842
20220112,9,517
20220112,10,419
20220112,11,433
20220112,12,424
20220112,13,446
20220112,14,495
20220112,15,641
20220112,16,723
20220112,17,883
20220112,18,1131
20220112,19,547
20220112,20,498
20220112,21,652
20220112,22,349
20220112,23,171
20220113,0,41
20220113,5,49
20220113,6,419
20220113,7,1007
20220113,8,952
20220113,9,546
20220113,10,401
20220113,11,429
20220113,12,434
20220113,13,442
20220113,14,529
20220113,15,631
20220113,16,716
20220113,17,828
20220113,18,1143
20220113,19,568
20220113,20,529
20220113,21,731
20220113,22,383
20220113,23,162
20220114,0,35
20220114,5,62
20220114,6,389
20220114,7,959
20220114,8,806
20220114,9,528
20220114,10,382
20220114,11,443
20220114,12,509
20220114,13,487
20220114,14,616
20220114,15,821
20220114,16,867
20220114,17,1217
20220114,18,1325
20220114,19,768
20220114,20,571
20220114,21,691
20220114,22,383
20220114,23,193
20220115,0,42
20220115,5,38
20220115,6,134
20220115,7,221
20220115,8,341
20220115,9,359
20220115,10,393
20220115,11,467
20220115,12,388
20220115,13,415
20220115,14,455
20220115,15,519
20220115,16,498
20220115,17,497
20220115,18,341
20220115,19,312
20220115,20,327
20220115,21,462
20220115,22,271
20220115,23,146
20220116,0,43
20220116,5,18
20220116,6,61
20220116,7,107
20220116,8,244
20220116,9,256
20220116,10,275
20220116,11,286
20220116,12,280
20220116,13,340
20220116,14,408
20220116,15,435
20220116,16,488
20220116,17,462
20220116,18,409
20220116,19,395
20220116,20,416
20220116,21,444
20220116,22,275
20220116,23,172
20220117,0,28
20220117,5,65
20220117,6,486
20220117,7,1102
20220117,8,920
20220117,9,507
20220117,10,414
20220117,11,405
20220117,12,405
20220117,13,421
20220117,14,494
20220117,15,568
20220117,16,630
20220117,17,793
20220117,18,1044
20220117,19,586
20220117,20,521
20220117,21,674
20220117,22,395
20220117,23,123
20220118,0,33
20220118,5,57
20220118,6,387
20220118,7,1032
20220118,8,876
20220118,9,539
20220118,10,388
20220118,11,428
20220118,12,489
20220118,13,411
20220118,14,545
20220118,15,654
20220118,16,760
20220118,17,922
20220118,18,1147
20220118,19,538
20220118,20,576
20220118,21,787
20220118,22,389
20220118,23,163
20220119,0,34
20220119,5,58
20220119,6,413
20220119,7,1017
20220119,8,928
20220119,9,567
20220119,10,408
20220119,11,498
20220119,12,475
20220119,13,444
20220119,14,542
20220119,15,682
20220119,16,785
20220119,17,890
20220119,18,1175
20220119,19,582
20220119,20,558
20220119,21,731
20220119,22,407
20220119,23,145
20220120,0,34
20220120,5,54
20220120,6,434
20220120,7,1044
20220120,8,885
20220120,9,611
20220120,10,438
20220120,11,392
20220120,12,438
20220120,13,470
20220120,14,502
20220120,15,694
20220120,16,691
20220120,17,886
20220120,18,1121
20220120,19,587
20220120,20,593
20220120,21,736
20220120,22,447
20220120,23,161
20220121,0,41
20220121,5,57
20220121,6,412
20220121,7,935
20220121,8,887
20220121,9,511
20220121,10,446
20220121,11,487
20220121,12,472
20220121,13,509
20220121,14,661
20220121,15,784
20220121,16,895
20220121,17,1170
20220121,18,1331
20220121,19,707
20220121,20,601
20220121,21,671
20220121,22,389
20220121,23,208
20220122,0,49
20220122,5,35
20220122,6,137
20220122,7,238
20220122,8,306
20220122,9,424
20220122,10,419
20220122,11,511
20220122,12,430
20220122,13,384
20220122,14,455
20220122,15,498
20220122,16,465
20220122,17,486
20220122,18,340
20220122,19,302
20220122,20,369
20220122,21,469
20220122,22,307
20220122,23,147
20220124,0,24
20220124,5,79
20220124,6,491
20220124,7,1090
20220124,8,885
20220124,9,525
20220124,10,456
20220124,11,452
20220124,12,418
20220124,13,462
20220124,14,509
20220124,15,676
20220124,16,681
20220124,17,825
20220124,18,1108
20220124,19,532
20220124,20,531
20220124,21,706
20220124,22,409
20220124,23,158
20220125,0,23
20220125,1,0
20220125,5,55
20220125,6,407
20220125,7,986
20220125,8,876
20220125,9,558
20220125,10,429
20220125,11,436
20220125,12,486
20220125,13,429
20220125,14,548
20220125,15,629
20220125,16,698
20220125,17,936
20220125,18,1156
20220125,19,575
20220125,20,587
20220125,21,787
20220125,22,402
20220125,23,159
20220126,0,39
20220126,5,56
20220126,6,395
20220126,7,1009
20220126,8,884
20220126,9,501
20220126,10,408
20220126,11,431
20220126,12,449
20220126,13,456
20220126,14,553
20220126,15,699
20220126,16,739
20220126,17,967
20220126,18,1135
20220126,19,570
20220126,20,591
20220126,21,761
20220126,22,453
20220126,23,163
20220127,0,39
20220127,5,60
20220127,6,403
20220127,7,993
20220127,8,869
20220127,9,577
20220127,10,435
20220127,11,509
20220127,12,438
20220127,13,414
20220127,14,577
20220127,15,722
20220127,16,714
20220127,17,929
20220127,18,1139
20220127,19,602
20220127,20,526
20220127,21,742
20220127,22,427
20220127,23,161
20220213,0,39
20220213,5,20
20220213,6,55
20220213,7,97
20220213,8,216
20220213,9,232
20220213,10,263
20220213,11,289
20220213,12,282
20220213,13,319
20220213,14,383
20220213,15,403
20220213,16,419
20220213,17,386
20220213,18,358
20220213,19,417
20220213,20,446
20220213,21,396
20220213,22,229
20220213,23,131
20220214,0,19
20220214,5,71
20220214,6,483
20220214,7,1006
20220214,8,883
20220214,9,553
20220214,10,422
20220214,11,446
20220214,12,405
20220214,13,407
20220214,14,498
20220214,15,632
20220214,16,597
20220214,17,836
20220214,18,1042
20220214,19,546
20220214,20,482
20220214,21,596
20220214,22,312
20220214,23,133
20220215,0,25
20220215,1,0
20220215,5,56
20220215,6,419
20220215,7,983
20220215,8,847
20220215,9,531
20220215,10,383
20220215,11,416
20220215,12,426
20220215,13,440
20220215,14,498
20220215,15,576
20220215,16,608
20220215,17,868
20220215,18,1093
20220215,19,507
20220215,20,506
20220215,21,592
20220215,22,352
20220215,23,164
20220216,0,37
20220216,1,0
20220216,5,53
20220216,6,372
20220216,7,966
20220216,8,879
20220216,9,529
20220216,10,371
20220216,11,411
20220216,12,438
20220216,13,423
20220216,14,523
20220216,15,660
20220216,16,624
20220216,17,857
20220216,18,1074
20220216,19,535
20220216,20,490
20220216,21,569
20220216,22,333
20220216,23,147
20220217,0,22
20220217,5,60
20220217,6,393
20220217,7,915
20220217,8,831
20220217,9,487
20220217,10,396
20220217,11,370
20220217,12,424
20220217,13,386
20220217,14,427
20220217,15,622
20220217,16,657
20220217,17,814
20220217,18,1089
20220217,19,507
20220217,20,553
20220217,21,609
20220217,22,401
20220217,23,137
20220218,0,36
20220218,5,48
20220218,6,381
20220218,7,882
20220218,8,860
20220218,9,502
20220218,10,429
20220218,11,454
20220218,12,448
20220218,13,497
20220218,14,634
20220218,15,726
20220218,16,871
20220218,17,1106
20220218,18,1267
20220218,19,719
20220218,20,544
20220218,21,527
20220218,22,324
20220218,23,168
20220219,0,28
20220219,1,0
20220219,5,42
20220219,6,133
20220219,7,246
20220219,8,309
20220219,9,383
20220219,10,407
20220219,11,419
20220219,12,389
20220219,13,421
20220219,14,433
20220219,15,459
20220219,16,432
20220219,17,438
20220219,18,351
20220219,19,279
20220219,20,278
20220219,21,320
20220219,22,301
20220219,23,158
20220225,0,47
20220225,5,60
20220225,6,336
20220225,7,901
20220225,8,802
20220225,9,537
20220225,10,396
20220225,11,488
20220225,12,451
20220225,13,505
20220225,14,638
20220225,15,805
20220225,16,869
20220225,17,1044
20220225,18,1307
20220225,19,739
20220225,20,554
20220225,21,431
20220225,22,472
20220225,23,221
20220226,0,63
20220226,5,42
20220226,6,151
20220226,7,254
20220226,8,327
20220226,9,377
20220226,10,364
20220226,11,409
20220226,12,384
20220226,13,400
20220226,14,412
20220226,15,454
20220226,16,412
20220226,17,400
20220226,18,399
20220226,19,315
20220226,20,275
20220226,21,312
20220226,22,315
20220226,23,150
20220227,0,31
20220227,5,23
20220227,6,55
20220227,7,152
20220227,8,202
20220227,9,205
20220227,10,273
20220227,11,268
20220227,12,273
20220227,13,327
20220227,14,420
20220227,15,371
20220227,16,425
20220227,17,457
20220227,18,314
20220227,19,347
20220227,20,344
20220227,21,328
20220227,22,296
20220227,23,156
20220228,0,20
20220228,5,69
20220228,6,392
20220228,7,894
20220228,8,738
20220228,9,440
20220228,10,392
20220228,11,420
20220228,12,402
20220228,13,376
20220228,14,507
20220228,15,561
20220228,16,695
20220228,17,805
20220228,18,1057
20220228,19,521
20220228,20,495
20220228,21,394
20220228,22,522
20220228,23,249
20220301,0,39
20220301,5,30
20220301,6,91
20220301,7,168
20220301,8,193
20220301,9,255
20220301,10,207
20220301,11,300
20220301,12,234
20220301,13,321
20220301,14,332
20220301,15,375
20220301,16,410
20220301,17,461
20220301,18,361
20220301,19,357
20220301,20,333
20220301,21,290
20220301,22,308
20220301,23,155
20220302,0,27
20220302,5,67
20220302,6,508
20220302,7,1174
20220302,8,906
20220302,9,505
20220302,10,360
20220302,11,412
20220302,12,427
20220302,13,400
20220302,14,463
20220302,15,579
20220302,16,750
20220302,17,882
20220302,18,1135
20220302,19,550
20220302,20,479
20220302,21,450
20220302,22,457
20220302,23,201
20220303,0,35
20220303,5,55
20220303,6,419
20220303,7,1126
20220303,8,920
20220303,9,549
20220303,10,403
20220303,11,466
20220303,12,412
20220303,13,391
20220303,14,443
20220303,15,640
20220303,16,742
20220303,17,963
20220303,18,1105
20220303,19,619
20220303,20,460
20220303,21,503
20220303,22,528
20220303,23,231
20220304,0,39
20220304,5,53
20220304,6,423
20220304,7,1056
20220304,8,874
20220304,9,503
20220304,10,351
20220304,11,424
20220304,12,430
20220304,13,491
20220304,14,620
20220304,15,769
20220304,16,915
20220304,17,1157
20220304,18,1292
20220304,19,761
20220304,20,534
20220304,21,441
20220304,22,454
20220304,23,246
20220305,0,42
20220305,1,0
20220305,5,37
20220305,6,138
20220305,7,242
20220305,8,314
20220305,9,344
20220305,10,342
20220305,11,392
20220305,12,351
20220305,13,379
20220305,14,387
20220305,15,356
20220305,16,436
20220305,17,386
20220305,18,366
20220305,19,314
20220305,20,269
20220305,21,266
20220305,22,255
20220305,23,243
20220306,0,43
20220306,1,0
20220306,5,25
20220306,6,62
20220306,7,115
20220306,8,181
20220306,9,212
20220306,10,246
20220306,11,208
20220306,12,222
20220306,13,264
20220306,14,354
20220306,15,366
20220306,16,418
20220306,17,414
20220306,18,369
20220306,19,343
20220306,20,368
20220306,21,255
20220306,22,265
20220306,23,165
20220307,0,37
20220307,5,69
20220307,6,538
20220307,7,1155
20220307,8,959
20220307,9,529
20220307,10,352
20220307,11,464
20220307,12,462
20220307,13,381
20220307,14,403
20220307,15,637
20220307,16,719
20220307,17,831
20220307,18,1080
20220307,19,582
20220307,20,476
20220307,21,469
20220307,22,378
20220307,23,256
20220308,0,47
20220308,5,54
20220308,6,407
20220308,7,1121
20220308,8,921
20220308,9,559
20220308,10,346
20220308,11,411
20220308,12,364
20220308,13,380
20220308,14,493
20220308,15,647
20220308,16,902
20220308,17,1014
20220308,18,1249
20220308,19,753
20220308,20,556
20220308,21,484
20220308,22,449
20220308,23,384
20220309,0,59
20220309,1,0
20220309,5,33
20220309,6,92
20220309,7,158
20220309,8,233
20220309,9,284
20220309,10,267
20220309,11,332
20220309,12,323
20220309,13,328
20220309,14,368
20220309,15,374
20220309,16,388
20220309,17,409
20220309,18,322
20220309,19,349
20220309,20,295
20220309,21,275
20220309,22,275
20220309,23,231
20220310,0,36
20220310,5,59
20220310,6,526
20220310,7,1147
20220310,8,918
20220310,9,544
20220310,10,376
20220310,11,386
20220310,12,376
20220310,13,385
20220310,14,451
20220310,15,585
20220310,16,700
20220310,17,897
20220310,18,1153
20220310,19,622
20220310,20,495
20220310,21,463
20220310,22,401
20220310,23,314
20220311,0,60
20220311,1,0
20220311,5,54
20220311,6,387
20220311,7,1047
20220311,8,759
20220311,9,517
20220311,10,367
20220311,11,385
20220311,12,465
20220311,13,475
20220311,14,559
20220311,15,757
20220311,16,946
20220311,17,1192
20220311,18,1267
20220311,19,789
20220311,20,568
20220311,21,398
20220311,22,389
20220311,23,276
20220312,0,75
20220312,5,36
20220312,6,148
20220312,7,227
20220312,8,324
20220312,9,341
20220312,10,366
20220312,11,405
20220312,12,428
20220312,13,348
20220312,14,381
20220312,15,519
20220312,16,484
20220312,17,479
20220312,18,342
20220312,19,325
20220312,20,284
20220312,21,304
20220312,22,284
20220312,23,247
20220313,0,62
20220313,1,0
20220313,5,19
20220313,6,49
20220313,7,102
20220313,8,174
20220313,9,198
20220313,10,175
20220313,11,216
20220313,12,242
20220313,13,284
20220313,14,331
20220313,15,412
20220313,16,423
20220313,17,417
20220313,18,314
20220313,19,340
20220313,20,352
20220313,21,331
20220313,22,261
20220313,23,219
20220314,0,35
20220314,1,0
20220314,5,57
20220314,6,507
20220314,7,1194
20220314,8,898
20220314,9,488
20220314,10,361
20220314,11,418
20220314,12,359
20220314,13,381
20220314,14,371
20220314,15,540
20220314,16,676
20220314,17,899
20220314,18,1066
20220314,19,572
20220314,20,452
20220314,21,449
20220314,22,361
20220314,23,245
20220315,0,41
20220315,5,52
20220315,6,437
20220315,7,1115
20220315,8,945
20220315,9,566
20220315,10,354
20220315,11,369
20220315,12,437
20220315,13,426
20220315,14,415
20220315,15,561
20220315,16,741
20220315,17,933
20220315,18,1063
20220315,19,561
20220315,20,485
20220315,21,387
20220315,22,413
20220315,23,279
20220316,0,34
20220316,5,47
20220316,6,445
20220316,7,1127
20220316,8,894
20220316,9,518
20220316,10,370
20220316,11,392
20220316,12,451
20220316,13,381
20220316,14,476
20220316,15,678
20220316,16,740
20220316,17,899
20220316,18,1152
20220316,19,598
20220316,20,427
20220316,21,455
20220316,22,420
20220316,23,309
20220317,0,42
20220317,1,0
20220317,5,50
20220317,6,403
20220317,7,1050
20220317,8,871
20220317,9,535
20220317,10,331
20220317,11,375
20220317,12,361
20220317,13,399
20220317,14,435
20220317,15,572
20220317,16,743
20220317,17,875
20220317,18,1035
20220317,19,541
20220317,20,502
20220317,21,427
20220317,22,385
20220317,23,321
20220410,0,87
20220410,5,24
20220410,6,85
20220410,7,160
20220410,8,250
20220410,9,318
20220410,10,268
20220410,11,347
20220410,12,314
20220410,13,361
20220410,14,399
20220410,15,429
20220410,16,440
20220410,17,492
20220410,18,474
20220410,19,499
20220410,20,462
20220410,21,373
20220410,22,287
20220410,23,229
20220411,0,55
20220411,5,85
20220411,6,564
20220411,7,1223
20220411,8,1001
20220411,9,606
20220411,10,409
20220411,11,471
20220411,12,405
20220411,13,448
20220411,14,444
20220411,15,656
20220411,16,752
20220411,17,1004
20220411,18,1109
20220411,19,673
20220411,20,480
20220411,21,502
20220411,22,414
20220411,23,286
20220412,0,75
20220412,1,0
20220412,5,60
20220412,6,459
20220412,7,1197
20220412,8,1041
20220412,9,584
20220412,10,421
20220412,11,433
20220412,12,474
20220412,13,416
20220412,14,503
20220412,15,717
20220412,16,805
20220412,17,912
20220412,18,1119
20220412,19,647
20220412,20,550
20220412,21,500
20220412,22,491
20220412,23,336
20220413,0,91
20220413,1,0
20220413,5,53
20220413,6,525
20220413,7,1151
20220413,8,941
20220413,9,674
20220413,10,365
20220413,11,398
20220413,12,449
20220413,13,369
20220413,14,463
20220413,15,625
20220413,16,746
20220413,17,938
20220413,18,1190
20220413,19,575
20220413,20,468
20220413,21,455
20220413,22,424
20220413,23,311
20220414,0,75
20220414,5,62
20220414,6,504
20220414,7,1153
20220414,8,1079
20220414,9,591
20220414,10,380
20220414,11,424
20220414,12,422
20220414,13,451
20220414,14,426
20220414,15,740
20220414,16,814
20220414,17,975
20220414,18,1135
20220414,19,634
20220414,20,536
20220414,21,524
20220414,22,476
20220414,23,332
20220415,0,104
20220415,5,27
20220415,6,298
20220415,7,666
20220415,8,488
20220415,9,317
20220415,10,251
20220415,11,313
20220415,12,291
20220415,13,250
20220415,14,327
20220415,15,439
20220415,16,582
20220415,17,627
20220415,18,831
20220415,19,518
20220415,20,293
20220415,21,286
20220415,22,216
20220415,23,233
20220416,0,108
20220416,5,44
20220416,6,197
20220416,7,291
20220416,8,436
20220416,9,468
20220416,10,493
20220416,11,466
20220416,12,478
20220416,13,443
20220416,14,490
20220416,15,526
20220416,16,496
20220416,17,551
20220416,18,440
20220416,19,349
20220416,20,421
20220416,21,421
20220416,22,314
20220416,23,333
20220417,0,103
20220417,5,28
20220417,6,80
20220417,7,142
20220417,8,269
20220417,9,281
20220417,10,285
20220417,11,339
20220417,12,323
20220417,13,320
20220417,14,423
20220417,15,431
20220417,16,445
20220417,17,461
20220417,18,417
20220417,19,499
20220417,20,495
20220417,21,387
20220417,22,249
20220417,23,226
20220418,0,57
20220418,5,65
20220418,6,606
20220418,7,1217
20220418,8,1019
20220418,9,620
20220418,10,386
20220418,11,461
20220418,12,459
20220418,13,404
20220418,14,494
20220418,15,634
20220418,16,793
20220418,17,929
20220418,18,1107
20220418,19,635
20220418,20,479
20220418,21,504
20220418,22,394
20220418,23,269
20220419,0,70
20220419,1,0
20220419,5,75
20220419,6,539
20220419,7,1179
20220419,8,979
20220419,9,628
20220419,10,420
20220419,11,450
20220419,12,484
20220419,13,406
20220419,14,523
20220419,15,653
20220419,16,827
20220419,17,951
20220419,18,1151
20220419,19,584
20220419,20,562
20220419,21,472
20220419,22,473
20220419,23,322
20220420,0,83
20220420,5,67
20220420,6,527
20220420,7,1201
20220420,8,1001
20220420,9,629
20220420,10,435
20220420,11,478
20220420,12,446
20220420,13,463
20220420,14,539
20220420,15,675
20220420,16,838
20220420,17,983
20220420,18,1184
20220420,19,687
20220420,20,529
20220420,21,499
20220420,22,491
20220420,23,353
20220421,0,104
20220421,1,0
20220421,5,63
20220421,6,498
20220421,7,1211
20220421,8,1042
20220421,9,628
20220421,10,497
20220421,11,520
20220421,12,488
20220421,13,456
20220421,14,570
20220421,15,763
20220421,16,928
20220421,17,1060
20220421,18,1146
20220421,19,653
20220421,20,561
20220421,21,573
20220421,22,477
20220421,23,387
20220422,0,112
20220422,5,63
20220422,6,485
20220422,7,1167
20220422,8,933
20220422,9,622
20220422,10,474
20220422,11,515
20220422,12,508
20220422,13,499
20220422,14,703
20220422,15,921
20220422,16,1102
20220422,17,1224
20220422,18,1348
20220422,19,846
20220422,20,629
20220422,21,542
20220422,22,489
20220422,23,402
20220423,0,118
20220423,1,0
20220423,5,53
20220423,6,205
20220423,7,330
20220423,8,455
20220423,9,436
20220423,10,502
20220423,11,492
20220423,12,457
20220423,13,472
20220423,14,504
20220423,15,553
20220423,16,493
20220423,17,541
20220423,18,491
20220423,19,412
20220423,20,428
20220423,21,434
20220423,22,359
20220423,23,336
20220424,0,95
20220424,5,23
20220424,6,102
20220424,7,159
20220424,8,237
20220424,9,261
20220424,10,306
20220424,11,299
20220424,12,308
20220424,13,300
20220424,14,420
20220424,15,440
20220424,16,451
20220424,17,507
20220424,18,477
20220424,19,499
20220424,20,501
20220424,21,393
20220424,22,316
20220424,23,226
20220425,0,55
20220425,5,92
20220425,6,601
20220425,7,1266
20220425,8,1133
20220425,9,606
20220425,10,412
20220425,11,500
20220425,12,490
20220425,13,418
20220425,14,541
20220425,15,656
20220425,16,832
20220425,17,955
20220425,18,1151
20220425,19,585
20220425,20,491
20220425,21,439
20220425,22,427
20220425,23,302
20220426,0,73
20220426,1,0
20220426,5,65
20220426,6,524
20220426,7,1130
20220426,8,972
20220426,9,523
20220426,10,457
20220426,11,428
20220426,12,483
20220426,13,426
20220426,14,506
20220426,15,726
20220426,16,859
20220426,17,953
20220426,18,1185
20220426,19,601
20220426,20,581
20220426,21,537
20220426,22,522
20220426,23,354
20220427,0,90
20220427,5,70
20220427,6,525
20220427,7,1226
20220427,8,971
20220427,9,650
20220427,10,429
20220427,11,510
20220427,12,517
20220427,13,511
20220427,14,544
20220427,15,667
20220427,16,882
20220427,17,1034
20220427,18,1171
20220427,19,697
20220427,20,509
20220427,21,539
20220427,22,527
20220427,23,406
20220428,0,117
20220428,5,71
20220428,6,516
20220428,7,1205
20220428,8,1116
20220428,9,679
20220428,10,436
20220428,11,486
20220428,12,494
20220428,13,562
20220428,14,575
20220428,15,796
20220428,16,816
20220428,17,1059
20220428,18,1215
20220428,19,675
20220428,20,573
20220428,21,561
20220428,22,541
20220428,23,412
20220429,0,110
20220429,5,66
20220429,6,493
20220429,7,1044
20220429,8,941
20220429,9,610
20220429,10,471
20220429,11,509
20220429,12,571
20220429,13,622
20220429,14,783
20220429,15,1000
20220429,16,1104
20220429,17,1326
20220429,18,1319
20220429,19,912
20220429,20,677
20220429,21,526
20220429,22,516
20220429,23,398
20220430,0,146
20220430,5,48
20220430,6,198
20220430,7,319
20220430,8,474
20220430,9,516
20220430,10,523
20220430,11,564
20220430,12,512
20220430,13,518
20220430,14,544
20220430,15,603
20220430,16,611
20220430,17,616
20220430,18,534
20220430,19,496
20220430,20,511
20220430,21,438
20220430,22,423
20220430,23,368
20220501,0,89
20220501,5,38
20220501,6,99
20220501,7,193
20220501,8,288
20220501,9,292
20220501,10,367
20220501,11,403
20220501,12,346
20220501,13,379
20220501,14,498
20220501,15,537
20220501,16,576
20220501,17,535
20220501,18,563
20220501,19,571
20220501,20,514
20220501,21,428
20220501,22,356
20220501,23,296
20220502,0,73
20220502,5,76
20220502,6,657
20220502,7,1290
20220502,8,1064
20220502,9,612
20220502,10,404
20220502,11,466
20220502,12,490
20220502,13,529
20220502,14,509
20220502,15,701
20220502,16,833
20220502,17,918
20220502,18,1142
20220502,19,676
20220502,20,539
20220502,21,510
20220502,22,505
20220502,23,354
20220503,0,116
20220503,5,77
20220503,6,593
20220503,7,1241
20220503,8,1020
20220503,9,669
20220503,10,446
20220503,11,431
20220503,12,505
20220503,13,511
20220503,14,549
20220503,15,807
20220503,16,916
20220503,17,982
20220503,18,1185
20220503,19,625
20220503,20,580
20220503,21,586
20220503,22,631
20220503,23,426
20220504,0,107
20220504,5,70
20220504,6,553
20220504,7,1251
20220504,8,966
20220504,9,644
20220504,10,482
20220504,11,453
20220504,12,539
20220504,13,523
20220504,14,699
20220504,15,890
20220504,16,1052
20220504,17,1257
20220504,18,1366
20220504,19,1008
20220504,20,713
20220504,21,558
20220504,22,566
20220504,23,454
20220505,0,177
20220505,1,1
20220505,5,40
20220505,6,178
20220505,7,244
20220505,8,333
20220505,9,466
20220505,10,461
20220505,11,504
20220505,12,472
20220505,13,479
20220505,14,532
20220505,15,501
20220505,16,553
20220505,17,546
20220505,18,479
20220505,19,439
20220505,20,443
20220505,21,421
20220505,22,359
20220505,23,277
20220506,0,68
20220506,5,66
20220506,6,423
20220506,7,892
20220506,8,835
20220506,9,591
20220506,10,549
20220506,11,474
20220506,12,553
20220506,13,578
20220506,14,719
20220506,15,832
20220506,16,999
20220506,17,1257
20220506,18,1237
20220506,19,802
20220506,20,630
20220506,21,569
20220506,22,572
20220506,23,348
20220507,0,108
20220507,5,58
20220507,6,180
20220507,7,305
20220507,8,408
20220507,9,453
20220507,10,462
20220507,11,490
20220507,12,445
20220507,13,483
20220507,14,604
20220507,15,609
20220507,16,541
20220507,17,549
20220507,18,446
20220507,19,386
20220507,20,500
20220507,21,492
20220507,22,384
20220507,23,338
20220508,0,80
20220508,5,31
20220508,6,79
20220508,7,172
20220508,8,230
20220508,9,310
20220508,10,350
20220508,11,405
20220508,12,368
20220508,13,378
20220508,14,497
20220508,15,506
20220508,16,523
20220508,17,548
20220508,18,576
20220508,19,552
20220508,20,540
20220508,21,441
20220508,22,317
20220508,23,303
20220509,0,54
20220509,5,87
20220509,6,603
20220509,7,1372
20220509,8,1071
20220509,9,650
20220509,10,497
20220509,11,483
20220509,12,534
20220509,13,471
20220509,14,490
20220509,15,712
20220509,16,877
20220509,17,1006
20220509,18,1220
20220509,19,685
20220509,20,585
20220509,21,532
20220509,22,487
20220509,23,327
20220510,0,93
20220510,5,83
20220510,6,547
20220510,7,1248
20220510,8,1074
20220510,9,666
20220510,10,450
20220510,11,432
20220510,12,457
20220510,13,441
20220510,14,547
20220510,15,766
20220510,16,888
20220510,17,1045
20220510,18,1257
20220510,19,703
20220510,20,570
20220510,21,563
20220510,22,570
20220510,23,409
20220511,0,101
20220511,1,0
20220511,5,84
20220511,6,550
20220511,7,1203
20220511,8,1017
20220511,9,661
20220511,10,462
20220511,11,487
20220511,12,489
20220511,13,541
20220511,14,546
20220511,15,765
20220511,16,928
20220511,17,1122
20220511,18,1308
20220511,19,675
20220511,20,519
20220511,21,545
20220511,22,555
20220511,23,380
20220512,0,106
20220512,5,77
20220512,6,560
20220512,7,1261
20220512,8,1086
20220512,9,689
20220512,10,505
20220512,11,489
20220512,12,470
20220512,13,471
20220512,14,582
20220512,15,780
20220512,16,942
20220512,17,1054
20220512,18,1217
20220512,19,732
20220512,20,635
20220512,21,580
20220512,22,582
20220512,23,460
20220513,0,129
20220513,5,83
20220513,6,503
20220513,7,1219
20220513,8,981
20220513,9,651
20220513,10,441
20220513,11,492
20220513,12,532
20220513,13,508
20220513,14,673
20220513,15,950
20220513,16,1116
20220513,17,1304
20220513,18,1429
20220513,19,877
20220513,20,621
20220513,21,587
20220513,22,594
20220513,23,460
20220514,0,139
20220514,5,67
20220514,6,215
20220514,7,344
20220514,8,502
20220514,9,517
20220514,10,580
20220514,11,579
20220514,12,515
20220514,13,559
20220514,14,564
20220514,15,663
20220514,16,655
20220514,17,641
20220514,18,560
20220514,19,533
20220514,20,541
20220514,21,622
20220514,22,401
20220514,23,366
20220515,0,94
20220515,1,0
20220515,5,35
20220515,6,101
20220515,7,200
20220515,8,281
20220515,9,363
20220515,10,371
20220515,11,403
20220515,12,440
20220515,13,427
20220515,14,521
20220515,15,550
20220515,16,609
20220515,17,599
