,YMD_ID,HH_ID,DAY_CLS,WKDAY_HLDAY_CLS,BUS_ROUTE_ID,GETON_CNT,GETOFF_CNT,STAY_CNT,TEMP,RAIN,WIND,SNOW,covid-19_grade
0,20201219,0,sat,2,30300128,15,60,-45,-3.5,0,1,0,2
1,20201219,5,sat,2,30300128,34,4,30,-6.8,0,0.3,0,2
2,20201219,6,sat,2,30300128,106,76,30,-7.9,0,0.6,0,2
3,20201219,7,sat,2,30300128,199,141,58,-7.6,0,1.2,0,2
4,20201219,8,sat,2,30300128,239,237,2,-8.3,0,0.7,0,2
5,20201219,9,sat,2,30300128,256,244,12,-6.2,0,1.3,0,2
6,20201219,10,sat,2,30300128,275,242,33,-3.9,0,1.6,0,2
7,20201219,11,sat,2,30300128,248,246,2,-2.4,0,1.8,0,2
8,20201219,12,sat,2,30300128,259,252,7,-1.4,0,1.4,0,2
9,20201219,13,sat,2,30300128,301,270,31,-0.2,0,3.8,0,2
10,20201219,14,sat,2,30300128,313,311,2,0.5,0,3.2,0,2
11,20201219,15,sat,2,30300128,325,275,50,0.9,0,2.8,0,2
12,20201219,16,sat,2,30300128,328,323,5,0.1,0,3.5,0,2
13,20201219,17,sat,2,30300128,343,329,14,-1.5,0,1.6,0,2
14,20201219,18,sat,2,30300128,276,314,-38,-2.6,0,1.7,0,2
15,20201219,19,sat,2,30300128,206,223,-17,-3.3,0,0.9,0,2
16,20201219,20,sat,2,30300128,223,173,50,-4.4,0,0.9,0,2
17,20201219,21,sat,2,30300128,247,245,2,-4.2,0,0.7,0,2
18,20201219,22,sat,2,30300128,175,209,-34,-3.3,0,0.9,0,2
19,20201219,23,sat,2,30300128,67,105,-38,-3.2,0,0.5,0,2
20,20211010,0,sun,2,30300128,40,86,-46,21.3,0,1,0,3
21,20211010,5,sun,2,30300128,21,0,21,19.9,0,0.9,0,3
22,20211010,6,sun,2,30300128,69,49,20,19.6,0,0,0,3
23,20211010,7,sun,2,30300128,139,98,41,19.6,0,0.8,0,3
24,20211010,8,sun,2,30300128,240,199,41,20.4,0,0.4,0,3
25,20211010,9,sun,2,30300128,228,223,5,23.3,0,1.3,0,3
26,20211010,10,sun,2,30300128,289,247,42,25.4,0,1.5,0,3
27,20211010,11,sun,2,30300128,292,282,10,26.9,0,2.6,0,3
28,20211010,12,sun,2,30300128,309,252,57,28.4,0,3.1,0,3
29,20211010,13,sun,2,30300128,335,352,-17,28.3,0,1.4,0,3
30,20211010,14,sun,2,30300128,377,328,49,28.2,0,1.6,0,3
31,20211010,15,sun,2,30300128,374,373,1,27.6,0,2,0,3
32,20211010,16,sun,2,30300128,421,369,52,28.8,0,2,0,3
33,20211010,17,sun,2,30300128,437,377,60,27.8,0,1.1,0,3
34,20211010,18,sun,2,30300128,386,459,-73,26.4,0,1.3,0,3
35,20211010,19,sun,2,30300128,312,327,-15,24.9,0,2,0,3
36,20211010,20,sun,2,30300128,276,252,24,23.3,0,1.5,0,3
37,20211010,21,sun,2,30300128,234,238,-4,20.7,2.8,2.3,0,3
38,20211010,22,sun,2,30300128,314,307,7,19.5,0.1,3.6,0,3
39,20211010,23,sun,2,30300128,166,220,-54,18,0.8,2.5,0,3
40,20211011,0,mon,1,30300128,32,77,-45,16.9,1.4,1.3,0,3
41,20211011,5,mon,1,30300128,34,1,33,13.2,0.9,0.7,0,3
42,20211011,6,mon,1,30300128,122,92,30,13.1,1,0.9,0,3
43,20211011,7,mon,1,30300128,201,157,44,12.8,2,0.7,0,3
44,20211011,8,mon,1,30300128,264,233,31,13,1.9,0.5,0,3
45,20211011,9,mon,1,30300128,260,253,7,13.6,0.2,0.9,0,3
46,20211011,10,mon,1,30300128,294,254,40,14.2,0,0.2,0,3
47,20211011,11,mon,1,30300128,276,277,-1,14.9,0,0.2,0,3
48,20211011,12,mon,1,30300128,300,287,13,16.1,0,1,0,3
49,20211011,13,mon,1,30300128,411,342,69,16.3,0,0.6,0,3
50,20211011,14,mon,1,30300128,459,384,75,17.4,0,0.6,0,3
51,20211011,15,mon,1,30300128,494,477,17,17,0,0.6,0,3
52,20211011,16,mon,1,30300128,480,495,-15,16.9,0.2,0.9,0,3
53,20211011,17,mon,1,30300128,539,444,95,16.7,0.1,0.5,0,3
54,20211011,18,mon,1,30300128,470,515,-45,16.3,0.1,1.2,0,3
55,20211011,19,mon,1,30300128,443,455,-12,16.3,0,0.6,0,3
56,20211011,20,mon,1,30300128,424,406,18,16.3,0,0.8,0,3
57,20211011,21,mon,1,30300128,348,360,-12,16.5,0,0.8,0,3
58,20211011,22,mon,1,30300128,288,331,-43,16.5,0,0.6,0,3
59,20211011,23,mon,1,30300128,202,237,-35,16.9,0,1.7,0,3
60,20211012,0,tue,1,30300128,27,97,-70,17,0,1.3,0,3
61,20211012,5,tue,1,30300128,76,1,75,16.3,0,1.3,0,3
62,20211012,6,tue,1,30300128,509,281,228,16.3,0,2.1,0,3
63,20211012,7,tue,1,30300128,1083,774,309,16.1,0,1.8,0,3
64,20211012,8,tue,1,30300128,919,1202,-283,15.9,0.1,1.7,0,3
65,20211012,9,tue,1,30300128,475,602,-127,16,0,1.3,0,3
66,20211012,10,tue,1,30300128,350,360,-10,16.1,0,1.1,0,3
67,20211012,11,tue,1,30300128,329,277,52,16.6,0,1.9,0,3
68,20211012,12,tue,1,30300128,354,356,-2,16.3,0,2.3,0,3
69,20211012,13,tue,1,30300128,402,359,43,16.4,0,2.1,0,3
70,20211012,14,tue,1,30300128,426,416,10,16.5,0,1.4,0,3
71,20211012,15,tue,1,30300128,559,455,104,16,0.3,2.2,0,3
72,20211012,16,tue,1,30300128,643,620,23,16.1,0,2.9,0,3
73,20211012,17,tue,1,30300128,854,734,120,16.1,0,2.9,0,3
74,20211012,18,tue,1,30300128,981,940,41,16,0,2.9,0,3
75,20211012,19,tue,1,30300128,534,695,-161,16,0,0.5,0,3
76,20211012,20,tue,1,30300128,449,461,-12,16.2,0,1.2,0,3
77,20211012,21,tue,1,30300128,468,424,44,16.3,0,1.3,0,3
78,20211012,22,tue,1,30300128,469,482,-13,16.4,0,1.8,0,3
79,20211012,23,tue,1,30300128,214,306,-92,16.3,0,2.2,0,3
80,20211013,0,wed,1,30300128,39,99,-60,16.3,0,0.5,0,3
81,20211013,1,wed,1,30300128,0,8,-8,16.1,0,1.4,0,3
82,20211013,5,wed,1,30300128,58,1,57,16.2,0,3.3,0,3
83,20211013,6,wed,1,30300128,433,206,227,16.3,0,0,0,3
84,20211013,7,wed,1,30300128,982,692,290,16.5,0,2.5,0,3
85,20211013,8,wed,1,30300128,919,1160,-241,17.4,0,1.9,0,3
86,20211013,9,wed,1,30300128,532,640,-108,19.2,0,2.6,0,3
87,20211013,10,wed,1,30300128,321,333,-12,22,0,2.7,0,3
88,20211013,11,wed,1,30300128,432,335,97,22.4,0,3.6,0,3
89,20211013,12,wed,1,30300128,373,409,-36,23.2,0,3.6,0,3
90,20211013,13,wed,1,30300128,440,420,20,24.4,0,3.7,0,3
91,20211013,14,wed,1,30300128,436,395,41,23.3,0,4.5,0,3
92,20211013,15,wed,1,30300128,592,478,114,23.7,0,3.7,0,3
93,20211013,16,wed,1,30300128,725,676,49,23.7,0,3.9,0,3
94,20211013,17,wed,1,30300128,914,736,178,22.3,0,3.1,0,3
95,20211013,18,wed,1,30300128,1079,1059,20,21.2,0,2.4,0,3
96,20211013,19,wed,1,30300128,606,822,-216,20.2,0,3.2,0,3
97,20211013,20,wed,1,30300128,474,483,-9,19.4,0,2.8,0,3
98,20211013,21,wed,1,30300128,417,453,-36,18.9,0,2.2,0,3
99,20211013,22,wed,1,30300128,505,451,54,18.6,0,2.2,0,3
100,20211013,23,wed,1,30300128,290,361,-71,18.2,0,2.1,0,3
101,20211014,0,thu,1,30300128,38,128,-90,18,0,2.3,0,3
102,20211014,1,thu,1,30300128,0,7,-7,17.2,0,0.5,0,3
103,20211014,5,thu,1,30300128,56,3,53,16,0,0.7,0,3
104,20211014,6,thu,1,30300128,464,190,274,15.7,0,1.1,0,3
105,20211014,7,thu,1,30300128,1053,783,270,15.3,0,0.7,0,3
106,20211014,8,thu,1,30300128,825,1089,-264,16.5,0,0.3,0,3
107,20211014,9,thu,1,30300128,508,617,-109,19.3,0,0.6,0,3
108,20211014,10,thu,1,30300128,389,387,2,21.5,0,1.4,0,3
109,20211014,11,thu,1,30300128,419,368,51,22.9,0,1.3,0,3
110,20211014,12,thu,1,30300128,380,418,-38,24.3,0,2.4,0,3
111,20211014,13,thu,1,30300128,456,398,58,24.9,0,1,0,3
112,20211014,14,thu,1,30300128,398,374,24,26.3,0,1.4,0,3
113,20211014,15,thu,1,30300128,592,457,135,26,0,1.3,0,3
114,20211014,16,thu,1,30300128,609,602,7,25.6,0,2.4,0,3
115,20211014,17,thu,1,30300128,853,662,191,23.7,0,2.2,0,3
116,20211014,18,thu,1,30300128,1037,1037,0,21.9,0,2.1,0,3
117,20211014,19,thu,1,30300128,598,774,-176,20.3,0,0.9,0,3
118,20211014,20,thu,1,30300128,490,484,6,19.7,0,1.4,0,3
119,20211014,21,thu,1,30300128,509,479,30,19,0,0.6,0,3
120,20211014,22,thu,1,30300128,521,522,-1,18.4,0,0.4,0,3
121,20211014,23,thu,1,30300128,268,359,-91,17.7,0,1,0,3
122,20211015,0,fri,1,30300128,49,130,-81,17.1,0,0.4,0,3
123,20211015,1,fri,1,30300128,0,7,-7,16.9,0,0.5,0,3
124,20211015,5,fri,1,30300128,51,2,49,17,0,0.4,0,3
125,20211015,6,fri,1,30300128,435,225,210,16.9,0.1,0.4,0,3
126,20211015,7,fri,1,30300128,949,632,317,17,0,0.5,0,3
127,20211015,8,fri,1,30300128,877,1149,-272,17.2,0,0.6,0,3
128,20211015,9,fri,1,30300128,544,634,-90,18.2,0,0.4,0,3
129,20211015,10,fri,1,30300128,378,352,26,19.1,0,0.2,0,3
130,20211015,11,fri,1,30300128,406,366,40,20.1,0,0.9,0,3
131,20211015,12,fri,1,30300128,458,417,41,21,0,0.8,0,3
132,20211015,13,fri,1,30300128,424,406,18,21.5,0,0.8,0,3
133,20211015,14,fri,1,30300128,601,469,132,21.7,0,0.6,0,3
134,20211015,15,fri,1,30300128,721,647,74,21.6,0,1.2,0,3
135,20211015,16,fri,1,30300128,895,800,95,20.3,0,1.4,0,3
136,20211015,17,fri,1,30300128,1099,880,219,19.3,0.8,0.8,0,3
137,20211015,18,fri,1,30300128,1124,1127,-3,18.8,0.4,0.8,0,3
138,20211015,19,fri,1,30300128,755,951,-196,18.3,1.3,0.5,0,3
139,20211015,20,fri,1,30300128,520,637,-117,18.1,0.8,0.3,0,3
140,20211015,21,fri,1,30300128,420,413,7,18,1.1,0.6,0,3
141,20211015,22,fri,1,30300128,483,458,25,17.9,1.1,0.9,0,3
142,20211015,23,fri,1,30300128,217,319,-102,17.9,1.4,0.2,0,3
143,20211016,0,sat,2,30300128,60,108,-48,17.6,2.7,1.2,0,3
144,20211016,1,sat,2,30300128,0,13,-13,17.5,1.6,0.8,0,3
145,20211016,5,sat,2,30300128,36,2,34,14.4,0,1.3,0,3
146,20211016,6,sat,2,30300128,176,105,71,13.5,0,0.8,0,3
147,20211016,7,sat,2,30300128,265,213,52,13.6,0.1,0.7,0,3
148,20211016,8,sat,2,30300128,370,322,48,13.7,0,1.4,0,3
149,20211016,9,sat,2,30300128,402,408,-6,14.4,0,1.6,0,3
150,20211016,10,sat,2,30300128,385,348,37,15,0,1.1,0,3
151,20211016,11,sat,2,30300128,432,340,92,15.5,0,2.6,0,3
152,20211016,12,sat,2,30300128,402,447,-45,15.7,0,1.6,0,3
153,20211016,13,sat,2,30300128,392,376,16,15.1,0,2.7,0,3
154,20211016,14,sat,2,30300128,475,419,56,14.5,0,3.7,0,3
155,20211016,15,sat,2,30300128,444,386,58,14.4,0,2.1,0,3
156,20211016,16,sat,2,30300128,452,475,-23,12.3,0,3.7,0,3
157,20211016,17,sat,2,30300128,531,429,102,11,0,2.5,0,3
158,20211016,18,sat,2,30300128,401,501,-100,10.1,0,3.9,0,3
159,20211016,19,sat,2,30300128,293,283,10,9.3,0,2.6,0,3
160,20211016,20,sat,2,30300128,291,273,18,8.6,0,1.3,0,3
161,20211016,21,sat,2,30300128,318,299,19,8,0,3.5,0,3
162,20211016,22,sat,2,30300128,347,321,26,6.9,0,3.5,0,3
163,20211016,23,sat,2,30300128,211,279,-68,6.1,0,1.9,0,3
164,20211017,0,sun,2,30300128,40,99,-59,5.4,0,2.4,0,3
165,20211017,5,sun,2,30300128,20,0,20,2,0,1.7,0,3
166,20211017,6,sun,2,30300128,80,52,28,1,0,0.8,0,3
167,20211017,7,sun,2,30300128,118,83,35,0.6,0,0.9,0,3
168,20211017,8,sun,2,30300128,197,165,32,3.2,0,1.8,0,3
169,20211017,9,sun,2,30300128,245,228,17,4.9,0,2.1,0,3
170,20211017,10,sun,2,30300128,238,226,12,6.3,0,1.7,0,3
171,20211017,11,sun,2,30300128,311,268,43,7.5,0,2,0,3
172,20211017,12,sun,2,30300128,244,276,-32,9.1,0,1.9,0,3
173,20211017,13,sun,2,30300128,330,266,64,10.3,0,1.8,0,3
174,20211017,14,sun,2,30300128,345,349,-4,11.5,0,2.1,0,3
175,20211017,15,sun,2,30300128,375,330,45,12.8,0,1.9,0,3
176,20211017,16,sun,2,30300128,427,386,41,11.8,0,1.7,0,3
177,20211017,17,sun,2,30300128,421,370,51,10.1,0,2.1,0,3
178,20211017,18,sun,2,30300128,426,423,3,8.2,0,1.8,0,3
179,20211017,19,sun,2,30300128,385,424,-39,6.4,0,0.7,0,3
180,20211017,20,sun,2,30300128,382,366,16,5.7,0,0.3,0,3
181,20211017,21,sun,2,30300128,319,328,-9,5.3,0,1.2,0,3
182,20211017,22,sun,2,30300128,280,290,-10,4.7,0,0.6,0,3
183,20211017,23,sun,2,30300128,165,217,-52,4.1,0,1,0,3
184,20211018,0,mon,1,30300128,22,61,-39,3.5,0,1.3,0,3
185,20211018,1,mon,1,30300128,0,4,-4,3,0,0.2,0,3
186,20211018,5,mon,1,30300128,65,3,62,1.5,0,1.1,0,3
187,20211018,6,mon,1,30300128,534,224,310,1.6,0,0.2,0,3
188,20211018,7,mon,1,30300128,1071,859,212,1.6,0,1.4,0,3
189,20211018,8,mon,1,30300128,871,1158,-287,3.6,0,0.7,0,3
190,20211018,9,mon,1,30300128,488,571,-83,6.8,0,0.9,0,3
191,20211018,10,mon,1,30300128,373,343,30,9.6,0,0.7,0,3
192,20211018,11,mon,1,30300128,395,377,18,12.5,0,1.1,0,3
193,20211018,12,mon,1,30300128,354,356,-2,14.4,0,1.2,0,3
194,20211018,13,mon,1,30300128,383,385,-2,15.5,0,1.5,0,3
195,20211018,14,mon,1,30300128,436,376,60,17.4,0,0.9,0,3
196,20211018,15,mon,1,30300128,607,506,101,17.3,0,1.2,0,3
197,20211018,16,mon,1,30300128,611,584,27,17.2,0,1.7,0,3
198,20211018,17,mon,1,30300128,813,668,145,15.5,0,0.7,0,3
199,20211018,18,mon,1,30300128,1033,997,36,13.8,0,0.9,0,3
200,20211018,19,mon,1,30300128,614,793,-179,12.3,0,0.7,0,3
201,20211018,20,mon,1,30300128,424,470,-46,11.8,0,1.4,0,3
202,20211018,21,mon,1,30300128,451,418,33,11,0,0.7,0,3
203,20211018,22,mon,1,30300128,354,390,-36,10.3,0,0.7,0,3
204,20211018,23,mon,1,30300128,276,308,-32,9.7,0,0.2,0,3
205,20211019,0,tue,1,30300128,47,123,-76,9.7,0,1.7,0,3
206,20211019,5,tue,1,30300128,57,5,52,9.1,0.6,0.9,0,3
207,20211019,6,tue,1,30300128,481,188,293,9.2,0.9,1.3,0,3
208,20211019,7,tue,1,30300128,1003,782,221,9.3,0.8,0.8,0,3
209,20211019,8,tue,1,30300128,939,1175,-236,9.6,0.1,0.5,0,3
210,20211019,9,tue,1,30300128,501,586,-85,11,0,0.5,0,3
211,20211019,10,tue,1,30300128,357,380,-23,13.7,0,0.6,0,3
212,20211019,11,tue,1,30300128,431,369,62,15.3,0,1.6,0,3
213,20211019,12,tue,1,30300128,367,352,15,15.8,0,1.3,0,3
214,20211019,13,tue,1,30300128,413,400,13,13.1,1.2,0.8,0,3
215,20211019,14,tue,1,30300128,459,437,22,14.5,0,1,0,3
216,20211019,15,tue,1,30300128,564,498,66,15.2,0,1.2,0,3
217,20211019,16,tue,1,30300128,724,679,45,15.5,0,3,0,3
218,20211019,17,tue,1,30300128,808,696,112,13.4,0,2.4,0,3
219,20211019,18,tue,1,30300128,1014,968,46,11.7,0,0.9,0,3
220,20211019,19,tue,1,30300128,533,706,-173,10.3,0,1.3,0,3
221,20211019,20,tue,1,30300128,441,437,4,9,0,1,0,3
222,20211019,21,tue,1,30300128,422,397,25,8.3,0,1,0,3
223,20211019,22,tue,1,30300128,425,449,-24,8,0,1,0,3
224,20211019,23,tue,1,30300128,251,319,-68,7.2,0,0.9,0,3
225,20211020,0,wed,1,30300128,57,128,-71,6.8,0,0.8,0,3
226,20211020,5,wed,1,30300128,56,1,55,4.2,0,0.8,0,3
227,20211020,6,wed,1,30300128,444,218,226,3.8,0,1.1,0,3
228,20211020,7,wed,1,30300128,1070,753,317,3.5,0,1.1,0,3
229,20211020,8,wed,1,30300128,1012,1278,-266,4.8,0,0.8,0,3
230,20211020,9,wed,1,30300128,529,633,-104,7.8,0,0.3,0,3
231,20211020,10,wed,1,30300128,382,377,5,10.9,0,1.2,0,3
232,20211020,11,wed,1,30300128,395,349,46,12.8,0,1.6,0,3
233,20211020,12,wed,1,30300128,404,397,7,13.4,0,1.2,0,3
234,20211020,13,wed,1,30300128,429,420,9,15.6,0,1.7,0,3
235,20211020,14,wed,1,30300128,504,467,37,15.9,0,0.8,0,3
236,20211020,15,wed,1,30300128,644,502,142,16,0,0.5,0,3
237,20211020,16,wed,1,30300128,683,691,-8,15.7,0,0.9,0,3
238,20211020,17,wed,1,30300128,835,683,152,14.2,0,0.8,0,3
239,20211020,18,wed,1,30300128,1051,1012,39,12.4,0,0.8,0,3
240,20211020,19,wed,1,30300128,627,844,-217,10.5,0,1.2,0,3
241,20211020,20,wed,1,30300128,489,471,18,9.5,0,0.8,0,3
242,20211020,21,wed,1,30300128,447,454,-7,9.3,0,0.8,0,3
243,20211020,22,wed,1,30300128,449,454,-5,8.3,0,0.4,0,3
244,20211020,23,wed,1,30300128,289,341,-52,7.6,0,0.6,0,3
245,20211021,0,thu,1,30300128,94,184,-90,6.9,0,0.6,0,3
246,20211021,5,thu,1,30300128,57,3,54,4.6,0,1.1,0,3
247,20211021,6,thu,1,30300128,433,204,229,4.4,0,1.2,0,3
248,20211021,7,thu,1,30300128,1007,710,297,4.2,0,1.2,0,3
249,20211021,8,thu,1,30300128,892,1141,-249,4.9,0,0.4,0,3
250,20211021,9,thu,1,30300128,522,619,-97,7.4,0,0.5,0,3
251,20211021,10,thu,1,30300128,352,392,-40,9.4,0,0.6,0,3
252,20211021,11,thu,1,30300128,409,326,83,11.7,0,1,0,3
253,20211021,12,thu,1,30300128,449,383,66,14.2,0,0.7,0,3
254,20211021,13,thu,1,30300128,444,493,-49,15.9,0,1.1,0,3
255,20211021,14,thu,1,30300128,425,412,13,16,0,2,0,3
256,20211021,15,thu,1,30300128,653,520,133,16.2,0,1.4,0,3
257,20211021,16,thu,1,30300128,731,695,36,16.5,0,1.5,0,3
258,20211021,17,thu,1,30300128,910,771,139,14.2,0,1.1,0,3
259,20211021,18,thu,1,30300128,1078,1055,23,12.3,0,1,0,3
260,20211021,19,thu,1,30300128,593,743,-150,10.6,0,1,0,3
261,20211021,20,thu,1,30300128,471,524,-53,9.9,0,0.3,0,3
262,20211021,21,thu,1,30300128,486,452,34,9.1,0,0.8,0,3
263,20211021,22,thu,1,30300128,501,509,-8,8.3,0,0.6,0,3
264,20211021,23,thu,1,30300128,297,354,-57,7.7,0,0.9,0,3
265,20211022,0,fri,1,30300128,76,184,-108,6.8,0,0.9,0,3
266,20211022,5,fri,1,30300128,55,1,54,4.4,0,1.1,0,3
267,20211022,6,fri,1,30300128,402,178,224,4,0,1.1,0,3
268,20211022,7,fri,1,30300128,1025,720,305,3.8,0,1.1,0,3
269,20211022,8,fri,1,30300128,911,1168,-257,4.8,0,0.7,0,3
270,20211022,9,fri,1,30300128,523,605,-82,7.7,0,0.3,0,3
271,20211022,10,fri,1,30300128,413,390,23,11,0,0.7,0,3
272,20211022,11,fri,1,30300128,440,401,39,13.3,0,1.2,0,3
273,20211022,12,fri,1,30300128,495,449,46,15.3,0,2.2,0,3
274,20211022,13,fri,1,30300128,525,499,26,16.6,0,2,0,3
275,20211022,14,fri,1,30300128,666,529,137,16.9,0,2.4,0,3
276,20211022,15,fri,1,30300128,815,733,82,17.1,0,3.2,0,3
277,20211022,16,fri,1,30300128,971,937,34,16.5,0,1.8,0,3
278,20211022,17,fri,1,30300128,1169,930,239,14.6,0,2.1,0,3
279,20211022,18,fri,1,30300128,1265,1170,95,12.8,0,1.1,0,3
280,20211022,19,fri,1,30300128,739,1065,-326,11.4,0,1.1,0,3
281,20211022,20,fri,1,30300128,523,576,-53,10.6,0,0.8,0,3
282,20211022,21,fri,1,30300128,453,478,-25,10,0,0.9,0,3
283,20211022,22,fri,1,30300128,438,421,17,9.1,0,0.7,0,3
284,20211022,23,fri,1,30300128,285,340,-55,8.1,0,1.3,0,3
285,20211023,0,sat,2,30300128,69,164,-95,7.5,0,0.2,0,3
286,20211023,5,sat,2,30300128,47,4,43,4.9,0,0.6,0,3
287,20211023,6,sat,2,30300128,162,111,51,4.4,0,0.5,0,3
288,20211023,7,sat,2,30300128,254,200,54,4.1,0,0.4,0,3
289,20211023,8,sat,2,30300128,417,336,81,5.2,0,0.4,0,3
290,20211023,9,sat,2,30300128,394,393,1,8.9,0,0.9,0,3
291,20211023,10,sat,2,30300128,436,398,38,11.5,0,0.5,0,3
292,20211023,11,sat,2,30300128,432,390,42,15.2,0,0.7,0,3
293,20211023,12,sat,2,30300128,468,468,0,16.9,0,1.5,0,3
294,20211023,13,sat,2,30300128,431,399,32,17.7,0,1.5,0,3
295,20211023,14,sat,2,30300128,471,464,7,19.1,0,1,0,3
296,20211023,15,sat,2,30300128,459,426,33,19.7,0,0.9,0,3
297,20211023,16,sat,2,30300128,511,452,59,18.6,0,1.6,0,3
298,20211023,17,sat,2,30300128,483,484,-1,16.7,0,1.6,0,3
299,20211023,18,sat,2,30300128,439,480,-41,14.6,0,1.3,0,3
300,20211023,19,sat,2,30300128,392,347,45,12.5,0,1.5,0,3
301,20211023,20,sat,2,30300128,324,323,1,11.3,0,0.6,0,3
302,20211023,21,sat,2,30300128,309,335,-26,10.3,0,0.7,0,3
303,20211023,22,sat,2,30300128,274,273,1,9.4,0,0.1,0,3
304,20211023,23,sat,2,30300128,250,260,-10,8.4,0,1,0,3
305,20211024,0,sun,2,30300128,58,137,-79,7.8,0,0.6,0,3
306,20211024,1,sun,2,30300128,0,10,-10,7.1,0,1,0,3
307,20211024,5,sun,2,30300128,27,3,24,5.7,0,0.9,0,3
308,20211024,6,sun,2,30300128,83,52,31,5.5,0,1.3,0,3
309,20211024,7,sun,2,30300128,134,98,36,5,0,0.9,0,3
310,20211024,8,sun,2,30300128,238,209,29,5.9,0,0.4,0,3
311,20211024,9,sun,2,30300128,253,244,9,9.4,0,0.2,0,3
312,20211024,10,sun,2,30300128,273,249,24,12.1,0,0.9,0,3
313,20211024,11,sun,2,30300128,296,259,37,14.9,0,1.5,0,3
314,20211024,12,sun,2,30300128,332,298,34,17,0,1.4,0,3
315,20211024,13,sun,2,30300128,355,358,-3,18,0,1.1,0,3
316,20211024,14,sun,2,30300128,381,343,38,18.5,0,1,0,3
317,20211024,15,sun,2,30300128,434,368,66,18.8,0,1.3,0,3
318,20211024,16,sun,2,30300128,454,483,-29,18.3,0,0.9,0,3
319,20211024,17,sun,2,30300128,428,373,55,16.5,0,1,0,3
320,20211024,18,sun,2,30300128,457,425,32,14.7,0,1,0,3
321,20211024,19,sun,2,30300128,449,470,-21,13,0,1.6,0,3
322,20211024,20,sun,2,30300128,423,382,41,11.6,0,0.7,0,3
323,20211024,21,sun,2,30300128,354,408,-54,10.6,0,1,0,3
324,20211024,22,sun,2,30300128,278,303,-25,9.8,0,0.7,0,3
325,20211024,23,sun,2,30300128,223,256,-33,9.1,0,0.5,0,3
326,20211025,0,mon,1,30300128,34,90,-56,8.1,0,0.8,0,3
327,20211025,1,mon,1,30300128,0,9,-9,7.8,0,0.1,0,3
328,20211025,5,mon,1,30300128,74,1,73,6,0,1.1,0,3
329,20211025,6,mon,1,30300128,503,281,222,5.8,0,1,0,3
330,20211025,7,mon,1,30300128,1155,797,358,5.5,0,1.1,0,3
331,20211025,8,mon,1,30300128,937,1182,-245,6.2,0,0.5,0,3
332,20211025,9,mon,1,30300128,480,639,-159,8.4,0,0.6,0,3
333,20211025,10,mon,1,30300128,391,382,9,11,0,0.6,0,3
334,20211025,11,mon,1,30300128,373,362,11,14.1,0,0.7,0,3
335,20211025,12,mon,1,30300128,407,352,55,16,0,1.2,0,3
336,20211025,13,mon,1,30300128,428,407,21,16.6,0,1.8,0,3
337,20211025,14,mon,1,30300128,465,473,-8,17.4,0,1.7,0,3
338,20211025,15,mon,1,30300128,595,471,124,17.7,0,1.6,0,3
339,20211025,16,mon,1,30300128,667,617,50,17.6,0,1.3,0,3
340,20211025,17,mon,1,30300128,834,678,156,15.8,0,1.1,0,3
341,20211025,18,mon,1,30300128,1053,1002,51,13.7,0,1.1,0,3
342,20211025,19,mon,1,30300128,601,812,-211,12.1,0,1,0,3
343,20211025,20,mon,1,30300128,451,511,-60,11.2,0,0.9,0,3
344,20211025,21,mon,1,30300128,471,391,80,10.2,0,0.2,0,3
345,20211025,22,mon,1,30300128,407,475,-68,9.2,0,0.8,0,3
346,20211025,23,mon,1,30300128,229,291,-62,8.1,0,1.4,0,3
347,20211026,0,tue,1,30300128,70,137,-67,7.4,0,0.3,0,3
348,20211026,5,tue,1,30300128,55,1,54,5.4,0,1.1,0,3
349,20211026,6,tue,1,30300128,452,196,256,5.2,0,0.6,0,3
350,20211026,7,tue,1,30300128,1077,759,318,5,0,1,0,3
351,20211026,8,tue,1,30300128,934,1231,-297,5.8,0,0.6,0,3
352,20211026,9,tue,1,30300128,484,595,-111,9.1,0,0.4,0,3
353,20211026,10,tue,1,30300128,396,353,43,11.4,0,0.8,0,3
354,20211026,11,tue,1,30300128,379,390,-11,14.6,0,1.1,0,3
355,20211026,12,tue,1,30300128,434,374,60,16.4,0,0.5,0,3
356,20211026,13,tue,1,30300128,431,446,-15,17.9,0,1.3,0,3
357,20211026,14,tue,1,30300128,446,411,35,18.8,0,1.2,0,3
358,20211026,15,tue,1,30300128,649,515,134,18.7,0,1.6,0,3
359,20211026,16,tue,1,30300128,726,719,7,18.3,0,1.5,0,3
360,20211026,17,tue,1,30300128,943,713,230,17,0,0.6,0,3
361,20211026,18,tue,1,30300128,1088,1126,-38,15.5,0,1.1,0,3
362,20211026,19,tue,1,30300128,597,775,-178,14,0,1.3,0,3
363,20211026,20,tue,1,30300128,488,541,-53,12.9,0,0.5,0,3
364,20211026,21,tue,1,30300128,505,462,43,12.3,0,1.4,0,3
365,20211026,22,tue,1,30300128,447,467,-20,12,0,0,0,3
366,20211026,23,tue,1,30300128,282,329,-47,11.6,0,0.5,0,3
367,20211027,0,wed,1,30300128,76,169,-93,11.2,0,0.8,0,3
368,20211027,5,wed,1,30300128,45,5,40,9.6,0,1,0,3
369,20211027,6,wed,1,30300128,440,213,227,9.3,0,0.6,0,3
370,20211027,7,wed,1,30300128,1093,741,352,8.8,0,0.8,0,3
371,20211027,8,wed,1,30300128,937,1243,-306,9.8,0,0.6,0,3
